"","sent_raw","syuzhet","bing","afinn","nrc"
"43","42,""To edge his way along the crowded paths of life, warning all human sympathy to keep its distance, was what the knowing ones call """"nuts"""" to Scrooge.""",-0.5,-2,-4,2
"44","43,""Once upon a time--of all the good days in the year, on Christmas Eve--old Scrooge sat busy in his counting-house.""",0.75,1,3,1
"45","44,""It was cold, bleak, biting weather: foggy withal: and he could hear the people in the court outside, go wheezing up and down, beating their hands upon their breasts, and stamping their feet upon the pavement stones to warm them.""",-2,-2,0,-3
"46","45,""The city clocks had only just gone three, but it was quite dark already-- it had not been light all day--and candles were flaring in the windows of the neighbouring offices, like ruddy smears upon the palpable brown air.""",-0.1,0,2,0
"47","46,""The fog came pouring in at every chink and keyhole, and was so dense without, that although the court was of the narrowest, the houses opposite were mere phantoms.""",0,-1,0,0
"48","47,""To see the dingy cloud come drooping down, obscuring everything, one might have thought that Nature lived hard by, and was brewing on a large scale.""",-1.1,-2,-1,-1
"49","48,""The door of Scrooge's counting-house was open that he might keep his eye upon his clerk, who in a dismal little cell beyond, a sort of tank, was copying letters.""",-0.75,-2,-2,-1
"50","49,""Scrooge had a very small fire, but the clerk's fire was so very much smaller that it looked like one coal.""",0.25,1,0,-1
"51","50,""But he couldn't replenish it, for Scrooge kept the coal-box in his own room; and so surely as the clerk came in with the shovel, the master predicted that it would be necessary for them to part.""",0.8,1,0,2
"52","51,""Wherefore the clerk put on his white comforter, and tried to warm himself at the candle; in which effort, not being a man of a strong imagination, he failed.""",0.9,1,1,2
"53","52,""""""A merry Christmas, uncle! God save you!"""" cried a cheerful voice.""",1.25,2,6,4
"54","53,""It was the voice of Scrooge's nephew, who came upon him so quickly that this was the first intimation he had of his approach.""",0,0,0,0
"55","54,""""""Bah!"""" said Scrooge, """"Humbug!""""""",-0.25,0,-2,-1
"56","55,""He had so heated himself with rapid walking in the fog and frost, this nephew of Scrooge's, that he was all in a glow; his face was ruddy and handsome; his eyes sparkled, and his breath smoked again.""",1,2,3,1
"57","56,""""""Christmas a humbug, uncle!"""" said Scrooge's nephew.""",-0.25,0,-2,-1
"58","57,""""""You don't mean that, I am sure?""""""",0,0,0,0
"59","58,""""""I do,"""" said Scrooge.""",0,0,0,0
"60","59,""""""Merry Christmas! What right have you to be merry? What reason have you to be merry? You're poor enough.""""""",1.65,2,1,2
"61","60,""""""Come, then,"""" returned the nephew gaily.""",1,1,0,0
"62","61,""""""What right have you to be dismal? What reason have you to be morose? You're rich enough.""""""",0.9,2,0,0
"63","62,""Scrooge having no better answer ready on the spur of the moment, said, """"Bah!"""" again; and followed it up with """"Humbug.""""""",1.35,2,-1,-1
"64","63,""""""Don't be cross, uncle!"""" said the nephew.""",0,0,0,-1
"65","64,""""""What else can I be,"""" returned the uncle, """"when I live in such a world of fools as this? Merry Christmas! Out upon merry Christmas! What's Christmas time to you but a time for paying bills without money; a time for finding yourself a year older, but not an hour richer; a time for balancing your books and having every item in 'em through a round dozen of months presented dead against you? If I could work my will,"""" said Scrooge indignantly, """"every idiot who goes about with 'Merry Christmas' on his lips, should be boiled with his own pudding, and buried with a stake of holly through his heart. He should!""""""",-1.75,0,-5,0
"66","65,""""""Uncle!"""" pleaded the nephew.""",-0.4,0,0,0
"67","66,""""""Nephew!"""" returned the uncle sternly, """"keep Christmas in your own way, and let me keep it in mine.""""""",-0.6,0,0,0
"68","67,""""""Keep it!"""" repeated Scrooge's nephew.""",0,0,0,0
"69","68,""""""But you don't keep it.""""""",0,0,0,0
"70","69,""""""Let me leave it alone, then,"""" said Scrooge.""",-0.85,0,-3,-1
"71","70,""""""Much good may it do you! Much good it has ever done you!""""""",0.75,1,3,1
"72","71,""""""There are many things from which I might have derived good, by which I have not profited, I dare say,"""" returned the nephew.""",0.75,1,3,1
"73","72,""""""Christmas among the rest. But I am sure I have always thought of Christmas time, when it has come round--apart from the veneration due to its sacred name and origin, if anything belonging to it can be apart from that--as a good time; a kind, forgiving, charitable, pleasant time; the only time I know of, in the long calendar of the year, when men and women seem by one consent to open their shut-up hearts freely, and to think of people below them as if they really were fellow-passengers to the grave, and not another race of creatures bound on other journeys. And therefore, uncle, though it has never put a scrap of gold or silver in my pocket, I believe that it has done me good, and will do me good; and I say, God bless it!""""""",5.95,4,16,10
"74","73,The clerk in the Tank involuntarily applauded.",0.2,-2,2,0
"75","74,""Becoming immediately sensible of the impropriety, he poked the fire, and extinguished the last frail spark for ever.""",-0.9,-1,-1,-1
"76","75,""""""Let me hear another sound from you,"""" said Scrooge, """"and you' keep your Christmas by losing your situation! You're quite a powerful speaker, sir,"""" he added, turning to his nephew.""",0.25,0,-1,1
"77","76,""""""I wonder you don't go into Parliament.""""""",0,1,0,0
"78","77,""""""Don't be angry, uncle. Come! Dine with us to-morrow.""""""",-0.75,-1,-3,-1
"79","78,""Scrooge said that he would see him--yes, indeed he did.""",0,0,1,0
"80","79,""He went the whole length of the expression, and said that he would see him in that extremity first.""",-0.25,0,0,-1
"81","80,""""""But why?"""" cried Scrooge's nephew.""",-1,0,-2,0
"82","81,""""""Why?""""""",0,0,0,0
"83","82,""""""Why did you get married?"""" said Scrooge.""",0,0,0,0
"84","83,""""""Because I fell in love.""""""",0.25,0,3,0
"85","84,""""""Because you fell in love!"""" growled Scrooge, as if that were the only one thing in the world more ridiculous than a merry Christmas.""",0.5,0,3,0
"86","85,""""""Good afternoon!""""""",0.75,1,3,1
"87","86,""""""Nay, uncle, but you never came to see me before that happened. Why give it as a reason for not coming now?""""""",0.6,0,0,0
"88","87,""""""Good afternoon,"""" said Scrooge.""",0.75,1,3,1
"89","88,""""""I want nothing from you; I ask nothing of you; why cannot we be friends?""""""",0,0,1,0
"90","89,""""""Good afternoon,"""" said Scrooge.""",0.75,1,3,1
"91","90,""""""I am sorry, with all my heart, to find you so resolute. We have never had any quarrel, to which I have been a party. But I have made the trial in homage to Christmas, and I' keep my Christmas humour to the last. So A Merry Christmas, uncle!""""""",1.5,2,6,1
"92","91,""""""Good afternoon!"""" said Scrooge.""",0.75,1,3,1
"93","92,""""""And A Happy New Year!""""""",1.55,1,3,1
"94","93,""""""Good afternoon!"""" said Scrooge.""",0.75,1,3,1
"95","94,""His nephew left the room without an angry word, notwithstanding.""",-0.75,-1,-3,0
"96","95,""He stopped at the outer door to bestow the greetings of the season on the clerk, who, cold as he was, was warmer than Scrooge; for he returned them cordially.""",0.2,0,1,-1
"97","96,""""""There's another fellow,"""" muttered Scrooge; who overheard him: """"my clerk, with fifteen shillings a week, and a wife and family, talking about a merry Christmas. I' retire to Bedlam.""""""",0.6,0,3,2
"98","97,""This lunatic, in letting Scrooge's nephew out, had let two other people in.""",-0.75,-1,-3,-1
"99","98,""They were portly gentlemen, pleasant to behold, and now stood, with their hats off, in Scrooge's office.""",1,1,3,1
"100","99,""They had books and papers in their hands, and bowed to him.""",-0.25,0,0,0
"101","100,""""""Scrooge and Marley's, I believe,"""" said one of the gentlemen, referring to his list.""",0,0,0,0
"102","101,""""""Have I the pleasure of addressing Mr. Scrooge, or Mr. Marley?""""""",0.5,1,3,0
"103","102,""""""Mr. Marley has been dead these seven years,"""" Scrooge replied.""",-1,-1,-3,0
"104","103,""""""He died seven years ago, this very night.""""""",-0.5,-1,-3,0
"105","104,""""""We have no doubt his liberality is well represented by his surviving partner,"""" said the gentleman, presenting his credentials.""",2.6,0,0,2
"106","105,It certainly was; for they had been two kindred spirits.",1.05,0,0,2
"107","106,""At the ominous word """"liberality,"""" Scrooge frowned, and shook his head, and handed the credentials back.""",-1.3,-1,3,0
"108","107,""""""At this festive season of the year, Mr. Scrooge,"""" said the gentleman, taking up a pen, """"it is more than usually desirable that we should make some slight provision for the Poor and destitute, who suffer greatly at the present time. Many thousands are in want of common necessaries; hundreds of thousands are in want of common comforts, sir.""""""",2,-1,3,3
"109","108,""""""Are there no prisons?"""" asked Scrooge.""",0,0,-1,0
"110","109,""""""Plenty of prisons,"""" said the gentleman, laying down the pen again.""",1,0,0,1
"111","110,""""""And the Union workhouses?"""" demanded Scrooge.""",-0.4,0,-1,0
"112","111,""""""Are they still in operation?""""""",0,0,0,0
"113","112,""""""They are. Still,"""" returned the gentleman, """"I wish I could say they were not.""""""",1.8,0,1,1
"114","113,""""""The Treadmill and the Poor Law are in full vigour, then?"""" said Scrooge.""",-0.5,-1,-2,1
"115","114,""""""Both very busy, sir.""""""",0.25,0,0,1
"116","115,""""""Oh! I was afraid, from what you said at first, that something had occurred to stop them in their useful course,"""" said Scrooge.""",-0.65,0,-1,-1
"117","116,""""""I' very glad to hear it.""""""",0.75,1,3,1
"118","117,""""""Under the impression that they scarcely furnish Christian cheer of mind or body to the multitude,"""" returned the gentleman, """"a few of us are endeavouring to raise a fund to buy the Poor some meat and drink, and means of warmth. We choose this time, because it is a time, of all others, when Want is keenly felt, and Abundance rejoices. What shall I put you down for?""""""",3.75,2,7,2
"119","118,""""""Nothing!""""""",0,0,0,0
"120","119,Scrooge replied.",0,0,0,0
"121","120,""""""You wish to be anonymous?""""""",0.8,0,1,-1
"122","121,""""""I wish to be left alone,"""" said Scrooge.""",0.2,0,-1,0
"123","122,""""""Since you ask me what I wish, gentlemen, that is my answer. I don't make merry myself at Christmas and I can't afford to make idle people merry. I help to support the establishments I have mentioned--they cost enough; and those who are badly off must go there.""""""",1.55,2,5,1
"124","123,""""""Many can't go there; and many would rather die.""""""",-0.75,-1,-3,-1
"125","124,""""""If they would rather die,"""" said Scrooge, """"they had better do it, and decrease the surplus population. Besides--excuse me--I don't know that.""""""",-0.2,-1,-2,-2
"126","125,""""""But you might know it,"""" observed the gentleman.""",1,0,0,1
"127","126,""""""It's not my business,"""" Scrooge returned.""",0,0,0,0
"128","127,""""""It's enough for a man to understand his own business, and not to interfere with other people's. Mine occupies me constantly. Good afternoon, gentlemen!""""""",-0.1,1,3,1
"129","128,""Seeing clearly that it would be useless to pursue their point, the gentlemen withdrew.""",-0.25,0,-1,-1
"130","129,""Scrooge resumed his labours with an improved opinion of himself, and in a more facetious temper than was usual with him.""",-0.35,-1,2,2
"131","130,""Meanwhile the fog and darkness thickened so, that people ran about with flaring links, proffering their services to go before horses in carriages, and conduct them on their way.""",-0.75,-1,-1,-1
"132","131,""The ancient tower of a church, whose gruff old bell was always peeping slily down at Scrooge out of a Gothic window in the wall, became invisible, and struck the hours and quarters in the clouds, with tremulous vibrations afterwards as if its teeth were chattering in its frozen head up there.""",-2,-4,-3,1
"133","132,The cold became intense.",-0.75,-2,1,-1
"134","133,""In the main street, at the corner of the court, some labourers were repairing the gas-pipes, and had lighted a great fire in a brazier, round which a party of ragged men and boys were gathered: warming their hands and winking their eyes before the blaze in rapture.""",0.75,1,3,1
"135","134,""The water-plug being left in solitude, its overflowings sullenly congealed, and turned to misanthropic ice.""",0,0,0,0
"136","135,""The brightness of the shops where holly sprigs and berries crackled in the lamp heat of the windows, made pale faces ruddy as they passed.""",-0.1,-1,1,1
"137","136,""Poulterers' and grocers' trades became a splendid joke: a glorious pageant, with which it was next to impossible to believe that such dull principles as bargain and sale had anything to do.""",1.6,0,7,-1
"138","137,""The Lord Mayor, in the stronghold of the mighty Mansion House, gave orders to his fifty cooks and butlers to keep Christmas as a Lord Mayor's household should; and even the little tailor, whom he had fined five shillings on the previous Monday for being drunk and bloodthirsty in the streets, stirred up to-morrow's pudding in his garret, while his lean wife and the baby sallied out to buy the beef.""",1.3,0,-2,3
"139","138,""Foggier yet, and colder.""",0,0,0,0
"140","139,""Piercing, searching, biting cold.""",-0.75,-2,0,-1
"141","140,""If the good Saint Dunstan had but nipped the Evil Spirit's nose with a touch of such weather as that, instead of using his familiar weapons, then indeed he would have roared to lusty purpose.""",1.3,1,0,2
"142","141,""The owner of one scant young nose, gnawed and mumbled by the hungry cold as bones are gnawed by dogs, stooped down at Scrooge's keyhole to regale him with a Christmas carol: but at the first sound of""",-0.6,-2,0,0
"143","142,""""""God bless you, merry gentleman! May nothing you dismay!""""""",2.5,1,6,3
"144","143,""Scrooge seized the ruler with such energy of action, that the singer fled in terror, leaving the keyhole to the fog and even more congenial frost.""",-1.9,-1,-3,1
"145","144,At length the hour of shutting up the counting-house arrived.",0,0,0,0
"146","145,""With an ill-will Scrooge dismounted from his stool, and tacitly admitted the fact to the expectant clerk in the Tank, who instantly snuffed his candle out, and put on his hat.""",0.35,0,-3,-1
"147","146,""""""You' want all day to-morrow, I suppose?"""" said Scrooge.""",0,0,1,0
"148","147,""""""If quite convenient, sir.""""""",1.05,1,0,2
"149","148,""""""It's not convenient,"""" said Scrooge, """"and it's not fair. If I was to stop half-a-crown for it, you'd think yourself ill-used, I' be bound?""""""",-0.1,2,-1,0
"150","149,The clerk smiled faintly.",0.8,0,2,0
"151","150,""""""And yet,"""" said Scrooge, """"you don't think me ill-used, when I pay a day's wages for no work.""""""",-0.45,1,-4,1
"152","151,The clerk observed that it was only once a year.",0,0,0,0
"153","152,""""""A poor excuse for picking a man's pocket every twenty-fifth of December!"""" said Scrooge, buttoning his great-coat to the chin.""",-1.25,-1,0,-1
"154","153,""""""But I suppose you must have the whole day. Be here all the earlier next morning.""""""",0,0,0,0
"155","154,The clerk promised that he would; and Scrooge walked out with a growl.",0,0,1,-1
"156","155,""The office was closed in a twinkling, and the clerk, with the long ends of his white comforter dangling below his waist (for he boasted no great-coat), went down a slide on Cornhill, at the end of a lane of boys, twenty times, in honour of its being Christmas Eve, and then ran home to Camden Town as hard as he could pelt, to play at blindman's-buff.""",-0.45,0,3,1
"157","156,""Scrooge took his melancholy dinner in his usual melancholy tavern; and having read all the newspapers, and beguiled the rest of the evening with his banker's-book, went home to bed.""",0.25,-1,-2,2
"158","157,He lived in chambers which had once belonged to his deceased partner.",-0.2,0,0,0
"159","158,""They were a gloomy suite of rooms, in a lowering pile of building up a yard, where it had so little business to be, that one could scarcely help fancying it must have run there when it was a young house, playing at hide-and-seek with other houses, and forgotten the way out again.""",-1.5,-2,-2,-2
"160","159,""It was old enough now, and dreary enough, for nobody lived in it but Scrooge, the other rooms being all let out as offices.""",-1,0,-2,-1
"161","160,""The yard was so dark that even Scrooge, who knew its every stone, was fain to grope with his hands.""",-1,-1,0,-1
"162","161,""The fog and frost so hung about the black old gateway of the house, that it seemed as if the Genius of the Weather sat in mournful meditation on the threshold.""",-0.4,-2,-2,-1
"163","162,""Now, it is a fact, that there was nothing at all particular about the knocker on the door, except that it was very large.""",0,0,0,0
"164","163,""It is also a fact, that Scrooge had seen it, night and morning, during his whole residence in that place; also that Scrooge had as little of what is called fancy about him as any man in the city of London, even including--which is a bold word--the corporation, aldermen, and livery.""",0.5,1,2,5
"165","164,""Let it also be borne in mind that Scrooge had not bestowed one thought on Marley, since his last mention of his seven years' dead partner that afternoon.""",0.6,-1,-3,1
"166","165,""And then let any man explain to me, if he can, how it happened that Scrooge, having his key in the lock of the door, saw in the knocker, without its undergoing any intermediate process of change--not a knocker, but Marley's face.""",0,0,0,1
"167","166,Marley's face.",0,0,0,0
"168","167,""It was not in impenetrable shadow as the other objects in the yard were, but had a dismal light about it, like a bad lobster in a dark cellar.""",-2,-2,-3,-2
"169","168,""It was not angry or ferocious, but looked at Scrooge as Marley used to look: with ghostly spectacles turned up on its ghostly forehead.""",-2.05,-1,-3,-3
"170","169,""The hair was curiously stirred, as if by breath or hot air; and, though the eyes were wide open, they were perfectly motionless.""",0.25,1,3,0
"171","170,""That, and its livid colour, made it horrible; but its horror seemed to be in spite of the face and beyond its control, rather than a part of its own expression.""",-3,-3,-5,-4
"172","171,""As Scrooge looked fixedly at this phenomenon, it was a knocker again.""",0,0,0,0
"173","172,""To say that he was not startled, or that his blood was not conscious of a terrible sensation to which it had been a stranger from infancy, would be untrue.""",-1.75,-2,-7,-3
"174","173,""But he put his hand upon the key he had relinquished, turned it sturdily, walked in, and lighted his candle.""",-0.25,0,0,0
"175","174,""He did pause, with a moment's irresolution, before he shut the door; and he did look cautiously behind it first, as if he half expected to be terrified with the sight of Marley's pigtail sticking out into the hall.""",-1,0,-3,1
"176","175,""But there was nothing on the back of the door, except the screws and nuts that held the knocker on, so he said """"Pooh, pooh!"""" and closed it with a bang.""",-0.25,0,-3,-1
"177","176,The sound resounded through the house like thunder.",0.5,1,2,0
"178","177,""Every room above, and every cask in the wine-merchant's cellars below, appeared to have a separate peal of echoes of its own.""",0,0,0,0
"179","178,Scrooge was not a man to be frightened by echoes.",-0.5,0,-2,-1
"180","179,""He fastened the door, and walked across the hall, and up the stairs; slowly too: trimming his candle as he went.""",-0.25,-1,0,0
"181","180,""You may talk vaguely about driving a coach-and-six up a good old flight of stairs, or through a bad young Act of Parliament; but I mean to say you might have got a hearse up that staircase, and taken it broadwise, with the splinter-bar towards the wall and the door towards the balustrades: and done it easy.""",1.1,1,1,0
"182","181,""There was plenty of width for that, and room to spare; which is perhaps the reason why Scrooge thought he saw a locomotive hearse going on before him in the gloom.""",-0.65,-1,-1,-1
"183","182,""Half-a-dozen gas-lamps out of the street wouldn't have lighted the entry too well, so you may suppose that it was pretty dark with Scrooge's dip.""",0.95,1,1,1
"184","183,""Up Scrooge went, not caring a button for that.""",0,0,2,0
"185","184,""Darkness is cheap, and Scrooge liked it.""",-0.75,-1,1,-2
"186","185,""But before he shut his heavy door, he walked through his rooms to see that all was right.""",0.8,1,0,0
"187","186,He had just enough recollection of the face to desire to do that.",0.35,1,1,0
"188","187,""Sitting-room, bedroom, lumber-room.""",0,0,0,0
"189","188,All as they should be.",0,0,0,0
"190","189,""Nobody under the table, nobody under the sofa; a small fire in the grate; spoon and basin ready; and the little saucepan of gruel (Scrooge had a cold in his head) upon the hob.""",0.05,-1,-2,-3
"191","190,""Nobody under the bed; nobody in the closet; nobody in his dressing-gown, which was hanging up in a suspicious attitude against the wall.""",-1,-1,-2,-2
"192","191,Lumber-room as usual.",0.4,0,0,1
"193","192,""Old fire-guard, old shoes, two fish-baskets, washing-stand on three legs, and a poker.""",0,0,-2,1
"194","193,""Quite satisfied, he closed his door, and locked himself in; double-locked himself in, which was not his custom.""",1,1,2,1
"195","194,""Thus secured against surprise, he took off his cravat; put on his dressing-gown and slippers, and his nightcap; and sat down before the fire to take his gruel.""",1.15,0,0,1
"196","195,It was a very low fire indeed; nothing on such a bitter night.",-0.75,-1,-4,0
"197","196,""He was obliged to sit close to it, and brood over it, before he could extract the least sensation of warmth from such a handful of fuel.""",0.5,1,2,0
"198","197,""The fireplace was an old one, built by some Dutch merchant long ago, and paved all round with quaint Dutch tiles, designed to illustrate the Scriptures.""",0.9,1,0,2
"199","198,""There were Cains and Abels, Pharaoh's daughters; Queens of Sheba, Angelic messengers descending through the air on clouds like feather-beds, Abrahams, Belshazzars, Apostles putting off to sea in butter-boats, hundreds of figures to attract his thoughts; and yet that face of Marley, seven years dead, came like the ancient Prophet's rod, and swallowed up the whole.""",1.3,1,0,2
"200","199,""If each smooth tile had been a blank at first, with power to shape some picture on its surface from the disjointed fragments of his thoughts, there would have been a copy of old Marley's head on every one.""",0,1,-2,0
"201","200,""""""Humbug!"""" said Scrooge; and walked across the room.""",-0.25,0,-2,-1
"202","201,""After several turns, he sat down again.""",0,0,0,0
"203","202,""As he threw his head back in the chair, his glance happened to rest upon a bell, a disused bell, that hung in the room, and communicated for some purpose now forgotten with a chamber in the highest story of the building.""",-1,-1,-1,0
"204","203,""It was with great astonishment, and with a strange, inexplicable dread, that as he looked, he saw this bell begin to swing.""",-0.85,0,0,-1
"205","204,""It swung so softly in the outset that it scarcely made a sound; but soon it rang out loudly, and so did every bell in the house.""",-0.5,-1,0,-1
"206","205,""This might have lasted half a minute, or a minute, but it seemed an hour.""",0,0,0,0
"207","206,""The bells ceased as they had begun, together.""",0,0,0,0
"208","207,""They were succeeded by a clanking noise, deep down below; as if some person were dragging a heavy chain over the casks in the wine-merchant's cellar.""",0.25,-1,3,-1
"209","208,Scrooge then remembered to have heard that ghosts in haunted houses were described as dragging chains.",-1,-1,-2,-1
"210","209,""The cellar-door flew open with a booming sound, and then he heard the noise much louder, on the floors below; then coming up the stairs; then coming straight towards his door.""",0.1,-1,1,-1
"211","210,""""""It's humbug still!"""" said Scrooge.""",-0.25,0,-2,-1
"212","211,""""""I won't believe it.""""""",0,0,0,0
"213","212,""His colour changed though, when, without a pause, it came on through the heavy door, and passed into the room before his eyes.""",0,0,0,0
"214","213,""Upon its coming in, the dying flame leaped up, as though it cried, """"I know him; Marley's Ghost!"""" and fell again.""",-2.6,-2,-6,-2
"215","214,The same face: the very same.",0,0,0,0
"216","215,""Marley in his pigtail, usual waistcoat, tights and boots; the tassels on the latter bristling, like his pigtail, and his coat-skirts, and the hair upon his head.""",0.9,1,2,1
"217","216,The chain he drew was clasped about his middle.",0,0,0,0
"218","217,""It was long, and wound about him like a tail; and it was made (for Scrooge observed it closely) of cash-boxes, keys, padlocks, ledgers, deeds, and heavy purses wrought in steel.""",-0.5,-1,2,-1
"219","218,""His body was transparent; so that Scrooge, observing him, and looking through his waistcoat, could see the two buttons on his coat behind.""",-0.25,1,0,0
"220","219,""Scrooge had often heard it said that Marley had no bowels, but he had never believed it until now.""",-0.4,0,-1,0
"221","220,""No, nor did he believe it even now.""",0,0,-1,0
"222","221,""Though he looked the phantom through and through, and saw it standing before him; though he felt the chilling influence of its death-cold eyes; and marked the very texture of the folded kerchief bound about its head and chin, which wrapper he had not observed before; he was still incredulous, and fought against his senses.""",-1.65,-3,-3,-3
"223","222,""""""How now!"""" said Scrooge, caustic and cold as ever.""",-0.5,-2,0,-1
"224","223,""""""What do you want with me?""""""",0,0,1,0
"225","224,""""""Much!""""--Marley's voice, no doubt about it.""",-0.75,-1,-2,-1
"226","225,""""""Who are you?""""""",0,0,0,0
"227","226,""""""Ask me who I was.""""""",0,0,0,0
"228","227,""""""Who were you then?"""" said Scrooge, raising his voice.""",0,0,0,0
"229","228,""""""You're particular, for a shade.""""""",0,0,0,0
"230","229,""He was going to say """"to a shade,"""" but substituted this, as more appropriate.""",1,1,2,0
"231","230,""""""In life I was your partner, Jacob Marley.""""""",0.8,0,0,1
"232","231,""""""Can you--can you sit down?"""" asked Scrooge, looking doubtfully at him.""",-0.5,-1,0,0
"233","232,""""""I can.""""""",0,0,0,0
"234","233,""""""Do it, then.""""""",0,0,0,0
"235","234,""Scrooge asked the question, because he didn't know whether a ghost so transparent might find himself in a condition to take a chair; and felt that in the event of its being impossible, it might involve the necessity of an embarrassing explanation.""",-2.1,-1,-3,-1
"236","235,""But the ghost sat down on the opposite side of the fireplace, as if he were quite used to it.""",-0.6,0,-1,0
"237","236,""""""You don't believe in me,"""" observed the Ghost.""",-0.6,0,-1,0
"238","237,""""""I don't,"""" said Scrooge.""",0,0,0,0
"239","238,""""""What evidence would you have of my reality beyond that of your senses?""""""",0,0,0,0
"240","239,""""""I don't know,"""" said Scrooge.""",0,0,0,0
"241","240,""""""Why do you doubt your senses?""""""",-0.75,-1,-1,-1
"242","241,""""""Because,"""" said Scrooge, """"a little thing affects them. A slight disorder of the stomach makes them cheats. You may be an undigested bit of beef, a blot of mustard, a crumb of cheese, a fragment of an underdone potato. There's more of gravy than of grave about you, whatever you are!""""""",-2.85,-2,-7,-3
"243","242,""Scrooge was not much in the habit of cracking jokes, nor did he feel, in his heart, by any means waggish then.""",0.2,0,2,-1
"244","243,""The truth is, that he tried to be smart, as a means of distracting his own attention, and keeping down his terror; for the spectre's voice disturbed the very marrow in his bones.""",-0.9,-2,-4,0
"245","244,""To sit, staring at those fixed glazed eyes, in silence for a moment, would play, Scrooge felt, the very deuce with him.""",-0.25,0,0,-1
